,g_sim,g_fit
127,13.9,13.363074
128,14.4,13.558765
129,13.8,13.593197
130,13.4,13.726161
131,14.7,13.657267
132,14.7,13.819101
133,14.6,13.325495
134,13.7,13.596319
135,13.9,13.56405
136,11.2,11.0
137,14.6,13.622919
138,11.2,11.359545
139,14.6,13.505331
140,11.4,11.389396
141,13.5,13.882524
142,11.5,11.352029
143,13.0,13.517044
144,12.5,13.240036
145,15.0,13.45639
146,11.8,11.846278
147,13.6,13.600882
148,13.7,13.647844
149,14.7,13.764141
150,13.7,13.616447
151,13.8,13.808286
152,12.0,12.343187
153,11.6,11.41802
154,12.5,13.06836
155,13.9,13.454506
156,13.5,13.790953
157,12.6,13.627321
158,14.2,13.830063
159,13.6,13.774249
160,11.4,11.397478
161,13.5,13.596632
162,11.6,11.456655
163,14.7,13.687328
164,14.6,13.607112
165,12.1,12.016671
166,12.9,13.451908
167,12.6,13.415447
168,12.3,13.124482
169,13.6,13.1313095
170,14.7,13.56806
171,11.1,11.0
172,12.9,13.477383
173,14.8,13.7052
174,13.6,12.986701
175,13.4,13.671807
176,14.8,13.535643
177,12.9,13.580751
178,11.3,11.238161
179,11.8,11.853184
180,12.6,13.080059
181,14.6,13.644265
182,11.1,11.0
183,12.0,12.043758
184,12.7,13.087918
185,13.5,13.556702
186,14.4,13.231644
187,12.0,11.876073
188,11.1,11.0
189,14.8,13.602228
190,12.9,13.533127
191,11.5,11.303828
192,13.9,13.627705
193,12.9,13.471807
194,13.8,13.39009
195,12.9,13.359733
196,11.7,11.576801
197,12.3,12.677061
198,12.1,12.879876
199,13.7,13.919479
200,12.2,12.665146
201,11.1,11.0
202,13.9,13.957888
203,13.2,13.4637985
204,14.3,13.725596
205,11.6,11.616379
206,12.7,13.383039
207,14.2,13.87536
208,12.3,12.048077
209,12.0,11.969143
210,12.5,13.165354
211,14.7,13.714528
212,11.6,11.446563
213,14.3,13.643633
214,11.6,11.536775
215,11.4,11.323175
216,13.7,13.643515
217,12.6,13.299938
218,12.4,12.929905
219,14.1,13.373073
220,11.7,11.811733
221,14.2,13.1899185
222,13.8,13.465561
223,13.7,13.014059
224,13.8,13.762798
225,11.2,11.0
226,13.8,13.666271
227,13.5,13.786821
228,14.6,13.026406
229,13.5,13.560032
230,13.2,13.231308
231,12.3,12.487088
232,13.4,13.594851
233,11.3,11.066802
234,14.0,13.834095
235,12.1,12.641214
236,14.9,13.464816
237,12.5,13.352613
238,13.8,13.795946
239,13.1,13.885654
240,11.1,11.392745
241,12.7,13.495754
242,13.3,13.825626
243,13.6,13.704493
244,11.8,11.708039
245,11.6,11.510803
246,12.7,13.688915
247,14.8,13.728278
248,12.1,11.955854
249,11.6,11.588642
250,13.7,13.657288
251,11.2,11.028944
252,11.2,11.132819
253,13.9,13.768957
254,12.4,12.469098
255,12.5,12.83077
256,14.5,13.685719
257,13.1,13.775158
258,14.4,13.594791
259,11.3,11.0
260,13.1,13.74793
261,11.6,11.479279
262,12.8,13.400589
263,13.7,13.611736
264,11.7,11.787494
265,11.5,11.324561
266,12.5,13.562619
267,13.6,13.483263
268,14.4,13.4858055
269,14.9,13.131168
270,12.7,13.598906
271,14.1,13.170623
272,12.2,11.976996
273,11.8,11.787988
274,13.2,13.619076
275,14.5,13.628262
276,13.9,13.352107
277,13.8,13.648688
278,12.3,12.018069
279,14.2,13.680473
280,12.1,11.964704
281,13.6,13.211884
282,11.7,11.547716
283,11.6,11.381188
284,12.3,12.358091
285,14.5,13.641453
286,14.7,13.755154
287,13.8,13.674776
288,13.6,13.905197
289,12.1,12.387892
290,12.7,12.787966
291,13.5,13.097253
292,11.7,11.692974
293,11.1,11.0
294,14.6,13.124392
295,11.5,11.44491
296,13.8,13.777885
297,11.9,11.825908
298,13.0,13.573847
299,13.7,13.484225
300,11.1,11.0
301,14.1,13.621423
302,12.3,12.216118
303,11.7,11.591963
304,14.4,13.747885
305,13.0,13.877
306,12.3,12.552757
307,14.8,13.807184
308,11.1,11.0
309,11.2,11.08485
310,11.3,11.210681
311,11.3,11.435052
312,13.6,13.57064
313,11.1,11.110527
314,11.1,11.0
315,12.3,12.546096
316,13.8,13.774305
317,13.0,13.635957
318,11.8,11.861157
319,14.5,13.673882
320,12.8,13.5610485
321,13.1,13.363842
322,12.0,12.025438
323,11.5,11.237869
324,13.3,13.463049
325,12.8,13.635369
326,13.1,13.668031
327,12.8,13.603067
328,11.2,11.0
329,13.0,13.708265
330,13.3,13.500251
331,13.6,13.416288
332,14.4,13.602177
333,13.4,13.728512
334,13.1,13.488119
335,13.8,13.633581
336,12.6,13.436848
337,12.2,12.014701
338,13.2,13.663835
339,12.0,11.96452
340,12.0,12.212648
341,13.2,13.820318
342,13.6,13.471554
343,12.7,13.477745
344,12.0,12.534695
345,11.3,11.32925
346,12.9,13.885708
347,12.6,12.906269
348,11.5,11.276114
349,13.1,13.614464
350,11.8,11.714371
351,12.6,13.538828
352,11.3,11.07514
353,13.1,13.771301
354,14.3,13.690523
355,12.7,13.603416
356,12.9,13.50001
357,11.6,11.566256
358,14.8,13.732043
359,12.1,12.021383
360,11.1,11.0
361,11.3,11.191244
362,11.8,11.6933775
363,13.2,13.832585
364,11.9,11.819605
365,14.5,13.58503
366,14.2,13.327641
367,12.2,13.059302
368,14.5,13.72517
369,14.1,13.714076
370,13.3,13.73367
371,13.9,13.859259
372,13.9,13.530051
373,11.2,11.0
374,13.6,13.8551655
375,12.4,13.149799
376,14.4,13.841794
377,13.8,13.778146
378,11.0,11.0
379,11.3,11.200485
380,13.1,13.649799
381,13.2,13.627772
382,14.2,13.755365
383,11.8,11.729857
384,13.2,13.691036
385,11.6,11.897013
386,12.2,12.470446
387,11.5,11.0
388,13.4,13.6299925
389,13.6,13.720121
390,14.5,13.706726
391,11.8,11.788906
392,12.2,11.97462
393,14.7,13.626129
394,14.3,13.589264
395,12.5,13.272448
396,12.9,13.580078
397,12.6,13.099229
398,13.0,13.915694
399,13.7,13.52642
400,13.0,13.298063
401,14.5,13.767588
402,12.2,12.269078
403,11.2,11.186838
404,14.7,13.567352
405,14.0,13.623791
406,11.7,11.815712
407,13.1,13.69416
408,13.1,13.59889
409,13.3,13.695922
410,13.7,13.630947
411,12.5,13.100215
412,13.5,13.6420765
413,12.4,13.730208
414,11.6,11.402466
415,12.8,13.762736
416,11.6,11.449281
417,13.3,13.696495
418,13.0,13.769686
419,12.8,13.198095
420,11.7,11.530772
421,12.3,12.31111
422,14.1,13.737385
423,12.5,12.944229
424,11.3,11.177986
425,12.4,12.54212
426,12.1,12.236605
427,13.3,13.7251835
428,14.7,13.638144
429,12.7,13.156426
430,11.8,11.95455
431,13.6,13.825185
432,14.7,13.812485
433,13.5,13.026162
434,13.5,13.551352
435,12.4,12.207948
436,14.7,13.688652
437,13.3,13.650303
438,13.1,13.635965
439,11.1,11.0
440,11.5,11.458488
441,13.3,13.683436
442,11.0,11.0
443,12.8,13.479565
444,12.0,12.220161
445,13.1,13.844383
446,12.1,12.008335
447,13.5,13.760176
448,13.7,13.816633
449,14.8,13.28698
450,13.0,13.449062
451,13.9,13.630644
452,11.9,11.89167
453,14.4,13.631334
454,15.0,13.645026
455,12.1,12.543182
456,12.0,11.955116
457,12.6,13.675552
458,11.5,11.0
459,11.0,11.0
460,14.0,13.620832
461,11.9,11.775575
462,14.5,13.74971
463,15.0,13.553259
464,11.6,11.413359
465,12.7,13.537582
466,14.6,13.375794
467,11.5,11.297338
468,14.9,13.723723
469,12.3,13.204972
470,11.9,11.7160015
471,13.5,13.8079815
472,13.1,13.530539
473,14.4,13.491537
474,14.6,13.757448
475,12.8,13.578206
476,12.2,12.012016
477,11.3,11.151428
478,12.8,13.825296
479,12.8,13.702173
480,12.5,13.3894
481,12.4,13.479339
482,11.4,11.369352
483,12.4,13.442854
484,13.6,13.562733
485,13.3,13.840155
486,13.2,13.518685
487,13.0,13.60506
488,13.1,13.609379
489,12.7,13.441143
490,11.3,11.171344
491,14.3,13.719838
492,11.9,11.78553
493,11.8,11.698135
494,12.9,13.671951
495,11.2,11.0
496,14.4,13.713907
497,11.7,11.817834
498,12.3,12.258423
499,12.5,12.69057
500,12.8,13.704899
501,11.2,11.0
502,14.3,13.392521
503,14.3,13.783437
504,14.7,13.696511
505,13.9,13.701295
506,14.2,13.800263
507,13.8,13.485065
508,11.7,11.828857
509,14.1,13.639458
510,12.6,12.9628935
511,13.0,13.723199
512,11.6,11.479244
513,14.9,13.751957
514,12.1,12.157791
515,13.8,13.896553
516,14.7,13.768036
517,11.9,11.939755
518,14.9,13.777942
519,14.3,13.75948
520,13.2,13.691955
521,13.1,13.781697
522,13.5,13.425566
523,13.1,13.408343
524,13.3,13.686304
525,12.8,13.683688
526,14.4,13.515336
527,12.1,13.128936
528,11.1,11.0
529,14.7,13.786139
530,15.0,13.6792965
531,13.7,13.653821
532,13.3,13.66316
533,12.7,13.320765
534,11.3,11.111675
535,13.6,13.594748
536,12.3,12.474737
537,14.6,13.658308
538,12.2,12.144233
539,14.3,13.849356
540,11.7,11.45041
541,13.0,13.456594
542,13.5,13.682382
543,11.5,11.323568
544,13.4,13.379847
545,13.0,13.557444
546,12.0,11.954057
547,12.1,11.967383
548,11.9,12.035009
549,11.5,11.405732
550,13.6,13.784232
551,13.2,13.834903
552,14.0,13.284527
553,13.1,13.770784
554,14.7,13.87124
555,14.5,13.559454
556,12.4,13.103515
557,11.4,11.537677
558,11.3,11.0
559,13.5,13.367228
560,11.5,11.340873
561,11.4,11.33791
562,13.7,13.774622
563,12.8,13.613913
564,11.3,11.0
565,14.4,13.677827
566,13.5,13.412988
567,14.1,13.669729
568,14.5,13.579357
569,14.1,13.634239
570,14.2,13.592997
571,13.8,13.643169
572,12.5,13.314364
573,14.0,13.614803
574,12.2,12.300175
575,14.2,13.345122
576,11.6,11.419409
577,14.3,13.427338
578,14.5,13.928045
579,13.6,13.567108
580,11.1,11.104748
581,11.0,11.0
582,12.4,13.172127
583,12.8,13.704213
584,11.6,11.0
585,11.0,11.0
586,11.3,11.030123
587,14.0,13.769937
588,13.5,13.794278
589,11.3,11.0
590,13.6,13.169911
591,14.8,13.761402
592,11.1,11.301326
593,11.9,11.980188
594,12.5,12.676114
595,13.4,13.6780205
596,11.2,11.071016
597,11.3,11.298074
598,13.8,13.755851
599,12.9,12.935105
600,11.6,11.509313
601,12.1,12.040682
602,11.9,11.84102
603,12.7,13.157732
604,13.3,13.60062
605,12.1,11.942345
606,13.9,13.410827
607,12.6,13.188257
608,13.8,13.645273
609,12.0,12.053543
610,12.7,13.259472
611,14.7,13.864244
612,13.0,13.766352
613,13.0,13.7885475
614,11.4,11.047281
615,14.7,13.600958
616,14.4,13.496434
617,13.1,13.818668
618,13.5,13.688596
619,13.5,13.63522
620,12.7,13.893242
621,11.3,11.0
622,11.2,11.403795
623,12.0,11.908904
624,13.0,13.63422
625,14.5,13.053539
626,11.9,11.865355
627,12.5,13.58554
628,13.4,13.612309
629,11.1,11.0
630,12.1,12.341459
631,11.2,11.0
632,12.1,12.006162
633,11.1,11.0
634,13.3,13.479096
635,14.9,13.579086
636,14.9,13.884683
637,11.7,11.730718
638,12.7,13.331886
639,13.5,13.845732
640,11.9,11.961358
641,11.2,11.262377
642,13.7,13.6538925
643,13.4,13.614085
644,12.5,13.054616
645,13.3,13.265574
646,14.3,13.179518
647,11.5,11.352887
648,11.9,11.8767
649,14.1,13.251943
650,11.5,11.345585
651,14.2,13.64934
652,13.6,13.453257
653,13.5,13.591842
654,12.9,13.238234
655,14.6,13.439693
656,13.1,13.478748
657,11.2,11.05163
658,13.3,13.409862
659,14.0,13.25992
660,14.4,13.762564
661,13.9,13.193832
662,14.1,13.5897875
663,11.5,11.488168
664,14.9,13.756866
665,11.7,11.766132
666,13.5,13.442385
667,12.3,13.233959
668,12.5,13.539991
669,12.0,11.950709
670,13.9,13.488304
671,13.6,13.708669
672,13.4,13.535373
673,11.1,11.0
674,11.5,11.26174
675,13.7,13.654079
676,11.9,11.700739
677,12.9,13.538248
678,14.0,13.572351
679,13.5,13.726755
680,14.2,13.629841
681,12.9,13.7473755
682,11.6,11.214295
683,13.0,13.692362
684,14.3,13.535946
685,11.9,11.901444
686,13.6,13.194319
687,12.5,13.132028
688,12.1,12.138619
689,12.5,13.5555935
690,11.7,11.501057
691,12.5,13.134806
692,12.0,11.934248
693,13.4,13.5894985
694,11.7,11.49465
695,13.1,13.096426
696,14.9,13.608184
697,12.8,13.581492
698,12.5,13.398715
699,14.4,13.597912
700,11.5,11.35948
701,13.6,13.255251
702,12.6,13.122557
703,13.5,13.056444
704,13.5,13.676945
705,13.0,13.235771
706,12.6,12.933738
707,14.8,13.49235
708,11.3,11.0
709,13.5,13.699932
710,13.4,13.671113
711,14.8,13.358834
712,13.3,13.253423
713,12.3,12.63159
714,13.4,13.576973
715,11.0,11.428138
716,13.1,13.435225
717,11.7,11.0
718,12.9,13.807108
719,12.5,13.68775
720,14.4,13.12711
721,13.6,13.627743
722,12.2,12.552382
723,12.7,13.684343
724,14.5,13.316327
725,13.8,13.734036
726,11.6,11.498536
727,11.4,11.0
728,13.6,13.911064
729,11.0,11.235647
730,13.4,13.781818
731,14.7,13.492104
732,11.4,11.367241
733,13.4,13.809952
734,14.1,13.892462
735,11.1,11.0
736,14.8,13.805048
737,11.9,11.744976
738,12.4,13.598404
739,14.8,13.670257
740,13.7,13.857036
741,11.2,11.288344
742,14.1,13.559872
743,12.1,11.946791
744,12.3,12.305635
745,13.6,13.535791
746,11.2,11.0
747,11.4,11.1748295
748,11.4,11.155453
749,14.0,13.750391
750,12.1,12.104773
751,13.8,13.771583
752,12.6,13.299809
753,13.3,13.80814
754,13.6,13.465982
755,14.8,13.518047
756,13.8,13.89349
757,12.8,13.489897
758,14.6,13.673905
759,14.2,13.906433
760,14.4,13.416321
761,12.7,13.036114
762,11.6,11.5077305
763,12.4,12.787624
764,12.1,11.975183
765,13.1,13.708349
766,14.5,13.818917
767,13.0,13.741333
768,14.9,13.617028
769,11.1,11.074111
770,14.5,13.519067
771,11.3,11.1885395
772,11.6,11.571057
773,11.7,11.740978
774,13.7,13.693402
775,11.1,11.0
776,11.5,11.352274
777,11.5,11.161409
778,13.7,13.872257
779,13.1,13.628338
780,12.4,13.860025
781,14.1,13.664188
782,12.9,13.313702
783,12.8,13.556433
784,13.6,13.705981
785,14.1,13.634773
786,11.4,11.0
787,11.8,11.727634
788,13.1,13.539177
789,13.4,13.323251
790,13.2,13.399412
791,13.5,13.594468
792,11.2,11.05561
793,12.9,13.543301
794,12.9,13.601458
795,12.3,12.350545
796,14.5,13.741044
797,12.5,13.419596
798,14.9,13.86113
799,13.1,13.498111
800,12.7,13.74843
801,12.8,13.40558
802,14.0,13.6453705
803,12.2,13.5726795
804,12.1,11.9305105
805,14.0,13.447986
806,11.6,11.589125
807,14.3,13.767199
808,12.2,11.98278
809,11.6,11.355698
810,11.7,11.545945
811,14.7,13.559937
812,12.8,13.734899
813,12.5,13.493229
814,13.5,13.309212
815,11.1,11.280845
816,12.2,12.283942
817,14.5,13.88123
818,13.7,13.806341
819,13.9,13.916105
820,11.4,11.23484
821,13.6,13.897918
822,14.1,13.79206
823,12.4,12.872576
824,11.8,11.772301
825,12.4,12.919532
826,11.8,11.693277
827,11.7,11.597788
828,14.0,13.764413
829,13.5,13.545809
830,11.7,11.700165
831,13.3,13.6153345
832,11.4,11.324028
833,13.3,13.321646
834,14.5,13.340666
835,13.0,13.471184
836,11.2,11.076288
837,12.8,13.3395405
838,14.7,13.680936
839,14.1,13.687501
840,12.0,11.967636
841,14.8,13.54713
842,12.6,13.648831
843,11.1,11.0
844,11.4,11.304264
845,13.2,13.61483
846,14.5,13.140178
847,11.6,11.595188
848,12.1,12.246841
849,12.3,12.475668
850,14.1,13.14653
851,11.5,11.274945
852,11.4,11.085111
853,14.9,13.411245
854,13.8,13.658423
855,13.6,13.69003
856,12.0,11.902189
857,11.4,11.272119
858,13.2,13.634986
859,13.5,13.793551
860,12.3,13.021782
861,13.2,13.369846
862,13.0,13.475971
863,14.5,13.299297
864,14.0,13.484507
865,13.5,13.032653
866,13.2,13.479421
867,12.5,12.914618
868,11.8,11.930503
869,12.8,13.394521
870,14.9,13.550898
871,13.0,13.564496
872,14.1,13.781693
873,11.9,11.913956
874,13.3,13.474585
875,11.2,11.15817
876,13.2,13.694569
877,13.4,13.698725
878,13.1,13.734362
879,12.4,13.03885
880,14.6,13.855097
881,12.4,13.446394
882,13.7,13.807554
883,14.4,13.552191
884,11.7,11.73214
885,13.5,13.705184
886,11.0,11.314289
887,11.7,11.548668
888,13.9,13.581123
889,13.9,13.373946
890,14.1,13.743034
891,13.9,13.621819
892,13.4,13.77937
893,11.7,11.688922
894,14.1,13.708141
895,13.8,13.806445
896,12.5,13.392167
897,12.3,12.567999
898,14.6,13.335392
899,12.2,12.405506
900,14.9,13.691259
901,12.2,13.640063
902,11.4,11.233975
903,14.4,13.823865
904,12.8,13.439171
905,12.3,12.530891
906,11.7,11.638499
907,12.6,13.572113
908,11.9,11.743299
909,14.6,13.37649
910,12.7,13.294746
911,13.1,13.471466
912,11.0,11.0
913,12.7,13.106856
914,14.8,13.696344
915,14.8,13.680369
916,13.1,13.418079
917,12.2,12.0497265
918,14.4,13.574465
919,11.6,11.469987
920,13.3,13.443122
921,11.8,11.944091
922,11.7,11.529546
923,11.2,11.039115
924,12.9,13.438462
925,11.6,11.476556
926,14.5,13.540733
927,14.2,13.742718
928,12.4,13.546688
929,12.3,12.081842
930,14.6,13.819614
931,11.1,11.0
932,12.2,11.9844055
933,14.3,13.573462
934,14.4,13.561707
935,12.1,12.036793
936,12.9,13.594639
937,14.2,13.037783
938,14.1,13.692951
939,14.9,13.562695
940,12.3,12.274344
941,13.8,13.494586
942,13.7,13.676426
943,14.1,13.765731
944,12.6,13.317767
945,13.3,13.795963
946,12.9,13.444532
947,11.5,11.60816
948,13.1,13.704859
949,11.8,11.90339
950,12.6,13.755005
951,11.9,11.859244
952,11.4,11.4448595
953,15.0,13.460947
954,14.0,13.403714
955,11.3,11.184053
956,14.4,13.731277
957,12.0,12.073415
958,13.3,13.720373
959,11.5,11.286901
960,12.1,12.054119
961,12.5,13.109096
962,12.6,12.978623
963,13.7,13.651312
964,14.0,13.428741
965,12.6,13.47248
966,11.4,11.244941
967,12.3,12.775412
968,14.3,13.918488
969,14.3,13.607252
970,14.7,13.723409
971,11.6,11.5220585
972,11.3,11.263703
973,13.9,13.75401
974,14.8,13.270397
975,12.7,13.603061
976,14.1,13.519769
977,14.7,13.939579
978,11.1,11.0
979,11.5,11.348575
980,12.6,13.262321
981,11.5,11.505694
982,13.9,13.466755
983,13.9,13.753865
984,13.4,13.542068
985,12.3,12.903
986,12.4,13.033151
987,14.9,13.692028
988,14.6,13.74726
989,14.2,13.70722
990,14.5,13.213906
991,14.2,13.732099
992,11.4,11.0509
993,12.5,12.763525
994,14.7,13.890072
995,11.6,11.396561
996,14.2,13.741519
997,12.6,13.652416
998,12.3,13.617676
999,12.6,13.641987
1000,11.5,11.415061
1001,13.7,12.712293
1002,12.0,12.027817
1003,13.5,13.859037
1004,12.7,13.1710005
1005,11.1,11.0
1006,14.2,13.557331
1007,11.1,11.0
1008,13.3,13.729577
1009,11.5,11.600852
1010,11.6,11.596948
1011,14.6,13.545301
1012,11.5,11.255294
1013,13.1,13.916311
1014,12.0,11.792046
1015,12.3,12.365237
1016,14.4,13.722952
1017,14.6,13.522593
1018,13.4,13.340485
1019,14.9,13.717884
1020,13.0,13.327407
1021,13.9,13.579583
1022,13.7,13.684899
1023,11.8,11.699981
1024,12.9,13.835177
1025,11.9,11.956666
1026,12.0,11.926084
1027,14.4,13.224604
1028,14.2,13.786375
1029,14.5,13.624059
1030,14.2,13.714583
1031,11.8,11.861037
1032,12.5,13.374168
1033,11.2,11.0
1034,14.8,13.470227
1035,14.0,13.907584
1036,12.6,13.517424
1037,14.5,13.7251215
1038,12.7,13.745169
1039,12.5,13.32944
1040,13.4,13.326144
1041,12.0,11.930566
1042,14.5,13.648683
1043,13.5,13.437411
1044,12.9,13.464705
1045,14.7,13.217179
1046,14.8,13.732517
1047,14.1,13.479008
1048,13.0,13.620543
1049,13.0,13.699866
1050,14.2,13.782293
1051,13.0,13.241596
1052,12.4,12.4783945
1053,12.2,12.003453
1054,13.9,13.621466
1055,13.8,13.727438
1056,12.9,13.243845
1057,13.1,13.529237
1058,12.2,12.381309
1059,13.8,13.690207
1060,14.5,13.433159
1061,13.9,13.750175
1062,14.0,13.844944
1063,11.6,11.630488
1064,14.9,13.581206
1065,12.6,13.142014
1066,12.0,12.758806
1067,12.5,12.770273
1068,11.1,11.0
1069,14.8,13.62888
1070,11.4,11.268232
1071,13.6,13.643475
1072,11.9,11.880299
1073,14.9,13.593882
1074,13.7,13.757891
1075,12.8,13.382211
1076,12.3,12.225057
1077,12.1,11.906208
1078,14.8,13.348285
1079,11.2,11.172246
1080,14.8,13.738334
1081,11.7,11.752303
1082,11.5,11.352717
1083,13.9,13.749043
1084,14.2,13.355738
1085,13.8,13.829327
1086,11.1,11.0
1087,14.7,13.7358265
1088,11.9,11.899204
1089,12.9,13.318374
1090,12.4,12.633164
1091,13.9,13.7330475
1092,14.2,13.691303
1093,14.6,13.76604
1094,12.4,12.692508
1095,11.8,11.679091
1096,13.0,13.703462
1097,12.5,13.461537
1098,13.9,13.378373
1099,12.2,12.361001
1100,12.5,13.090356
1101,15.0,13.640131
1102,12.5,13.024825
1103,13.5,13.196561
1104,13.5,13.277509
1105,13.4,13.759291
1106,14.3,13.8040285
1107,13.4,13.8110485
1108,13.7,13.416965
1109,13.9,13.672716
1110,11.2,11.0
1111,14.4,13.603296
1112,14.7,13.327481
1113,13.3,13.779163
1114,13.0,13.707525
1115,11.5,11.444374
1116,14.3,13.747139
1117,14.7,13.792518
1118,13.8,13.766855
1119,11.3,11.372171
1120,12.4,13.582752
1121,13.1,13.505728
1122,11.8,11.797285
1123,11.2,11.243738
1124,13.6,13.732697
1125,12.2,12.677694
1126,14.6,13.661478
1127,14.0,13.72993
1128,13.9,13.544219
1129,14.9,13.73909
1130,14.4,13.62879
1131,13.4,13.757359
1132,12.4,13.392274
1133,11.8,11.804506
1134,12.8,13.300341
1135,13.4,13.67783
1136,12.3,12.04051
1137,11.0,11.344517
1138,14.7,13.297035
1139,12.6,13.468191
1140,12.4,13.2238245
1141,11.1,11.0
1142,14.6,13.5930195
1143,13.3,13.681261
1144,14.7,13.822487
1145,14.8,13.364444
1146,11.2,11.039605
1147,12.1,11.952536
1148,14.7,13.307905
1149,13.8,13.64562
1150,12.3,12.566428
1151,13.5,13.729363
1152,12.4,12.528718
1153,12.8,13.513639
1154,11.8,11.6903925
1155,11.0,11.261513
1156,11.2,11.0
1157,13.1,13.616732
1158,12.8,13.585444
1159,14.2,13.813197
1160,14.5,13.730559
1161,13.7,13.300262
1162,12.3,12.858123
1163,13.9,13.551896
1164,12.2,12.452153
1165,12.3,12.685721
1166,11.3,11.314524
1167,12.7,13.583712
1168,11.4,11.258551
1169,11.6,11.527851
1170,11.3,11.0
1171,12.0,11.8605585
1172,11.6,11.556004
1173,13.7,13.726959
1174,13.5,13.592434
1175,11.7,11.515656
1176,11.5,11.0
1177,12.8,13.405903
1178,13.2,13.614007
1179,12.9,13.565489
1180,11.6,11.473242
1181,13.5,13.113028
1182,12.2,12.563395
1183,14.2,13.729889
1184,13.1,13.741399
1185,14.4,13.558715
1186,11.4,11.0
1187,14.8,13.782295
1188,14.2,13.829519
1189,13.9,13.381399
1190,12.9,13.554092
1191,13.8,13.892309
1192,12.0,12.190432
1193,15.0,13.4087
1194,14.4,13.58914
1195,14.0,13.627695
1196,12.0,12.001133
1197,11.1,11.120324
1198,13.0,13.574671
1199,12.3,12.150444
1200,11.7,11.493342
1201,12.1,11.951278
1202,14.4,13.539775
1203,14.6,13.687413
1204,11.2,11.241585
1205,11.4,11.243443
1206,13.8,13.2883835
1207,13.9,13.739334
1208,13.5,13.756707
1209,12.5,13.37705
1210,13.9,13.418703
1211,12.8,13.298339
1212,13.0,13.342436
1213,14.2,13.132618
1214,14.7,13.6266575
1215,14.4,13.728823
1216,12.5,12.806873
1217,11.5,11.0
1218,12.5,13.256211
1219,12.8,13.727868
1220,12.9,13.270718
1221,12.0,11.990451
1222,11.1,11.0
1223,11.4,11.20748
1224,13.0,13.735307
1225,11.6,11.50178
1226,14.4,13.675976
1227,14.7,13.495926
1228,13.3,13.658638
1229,12.0,12.299152
1230,11.8,11.832706
1231,13.1,13.732119
1232,14.7,13.539701
1233,11.0,11.059993
1234,13.9,13.536868
1235,11.7,11.704626
1236,11.4,11.0
1237,14.9,13.616406
1238,14.2,13.761564
1239,11.3,11.267039
1240,11.5,11.404561
1241,14.3,13.85244
1242,14.4,12.913873
1243,13.7,13.693935
1244,14.1,13.730466
1245,11.3,11.147262
1246,12.9,13.142235
1247,12.8,13.432673
1248,13.6,13.793951
